longitude_e4,latitude_e4,start_time,platform_id,resolution_id,band_id,si_value,radiance,reflectance,uncertainty_index,uncertainty_pct
-1090197,264513,201204010545,1,2,21,6911,0.26179433,0.0,0,0.563
-1090331,264498,201204010545,1,2,21,6991,0.26680425,0.0,0,0.563
-1090465,264483,201204010545,1,2,21,6911,0.26179433,0.0,0,0.563
-1090598,264468,201204010545,1,2,21,6854,0.2582248,0.0,0,0.563
-1090732,264452,201204010545,1,2,21,6846,0.25772378,0.0,0,0.563
-1090865,264437,201204010545,1,2,21,6742,0.2512109,0.0,0,0.563
-1090998,264422,201204010545,1,2,21,6758,0.25221288,0.0,0,0.563
-1091131,264407,201204010545,1,2,21,6686,0.24770394,0.0,0,0.563
-1091264,264392,201204010545,1,2,21,6822,0.25622082,0.0,0,0.563
-1091396,264377,201204010545,1,2,21,6959,0.26480028,0.0,0,0.563
-1091528,264362,201204010545,1,2,21,6927,0.2627963,0.0,0,0.563
-1091660,264347,201204010545,1,2,21,6830,0.2567218,0.0,0,0.563
-1091791,264332,201204010545,1,2,21,6855,0.2582874,0.0,0,0.563
-1091923,264317,201204010545,1,2,21,6919,0.26229534,0.0,0,0.563
-1092054,264302,201204010545,1,2,21,6766,0.25271386,0.0,0,0.563
-1092185,264287,201204010545,1,2,21,7007,0.26780623,0.0,0,0.563
-1092316,264272,201204010545,1,2,21,7071,0.27181417,0.0,0,0.563
-1092446,264257,201204010545,1,2,21,8198,0.3423914,0.0,0,0.563
-1092577,264242,201204010545,1,2,21,8685,0.37288928,0.0,0,0.563
-1092707,264227,201204010545,1,2,21,8757,0.37739822,0.0,0,0.563
-1092837,264212,201204010545,1,2,21,8669,0.3718873,0.0,0,0.563
-1092966,264198,201204010545,1,2,21,8653,0.3708853,0.0,0,0.563
-1093096,264183,201204010545,1,2,21,8645,0.37038434,0.0,0,0.563
-1093225,264168,201204010545,1,2,21,8669,0.3718873,0.0,0,0.563
-1093354,264153,201204010545,1,2,21,8685,0.37288928,0.0,0,0.563
-1093483,264138,201204010545,1,2,21,8677,0.3723883,0.0,0,0.563
-1093612,264123,201204010545,1,2,21,8661,0.37138632,0.0,0,0.563
-1093740,264108,201204010545,1,2,21,8637,0.36988333,0.0,0,0.563
-1093868,264094,201204010545,1,2,21,8533,0.36337045,0.0,0,0.563
-1093996,264079,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1094124,264064,201204010545,1,2,21,8230,0.34439537,0.0,0,0.563
-1094251,264049,201204010545,1,2,21,8086,0.3353775,0.0,0,0.563
-1094378,264035,201204010545,1,2,21,8046,0.33287257,0.0,0,0.563
-1094505,264020,201204010545,1,2,21,8070,0.33437553,0.0,0,0.563
-1094632,264005,201204010545,1,2,21,8078,0.33487654,0.0,0,0.563
-1094759,263990,201204010545,1,2,21,8134,0.33838347,0.0,0,0.563
-1094885,263976,201204010545,1,2,21,8190,0.34189042,0.0,0,0.563
-1095012,263961,201204010545,1,2,21,8198,0.3423914,0.0,0,0.563
-1095138,263946,201204010545,1,2,21,8214,0.3433934,0.0,0,0.563
-1095263,263932,201204010545,1,2,21,8222,0.3438944,0.0,0,0.563
-1095389,263917,201204010545,1,2,21,8254,0.34589836,0.0,0,0.563
-1095514,263902,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1095640,263888,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1095765,263873,201204010545,1,2,21,8342,0.35140926,0.0,0,0.563
-1095889,263858,201204010545,1,2,21,8342,0.35140926,0.0,0,0.563
-1096014,263844,201204010545,1,2,21,8342,0.35140926,0.0,0,0.563
-1096138,263829,201204010545,1,2,21,8302,0.3489043,0.0,0,0.563
-1096263,263815,201204010545,1,2,21,8334,0.35090828,0.0,0,0.563
-1096387,263800,201204010545,1,2,21,8310,0.3494053,0.0,0,0.563
-1096510,263786,201204010545,1,2,21,8286,0.34790233,0.0,0,0.563
-1096634,263771,201204010545,1,2,21,8278,0.34740132,0.0,0,0.563
-1096757,263756,201204010545,1,2,21,8302,0.3489043,0.0,0,0.563
-1096881,263742,201204010545,1,2,21,8302,0.3489043,0.0,0,0.563
-1097004,263727,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1097126,263713,201204010545,1,2,21,8270,0.34690034,0.0,0,0.563
-1097249,263698,201204010545,1,2,21,8294,0.3484033,0.0,0,0.563
-1097371,263684,201204010545,1,2,21,8318,0.3499063,0.0,0,0.563
-1097494,263669,201204010545,1,2,21,8342,0.35140926,0.0,0,0.563
-1097616,263655,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1097738,263641,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1097859,263626,201204010545,1,2,21,8286,0.34790233,0.0,0,0.563
-1097981,263612,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1098102,263597,201204010545,1,2,21,8310,0.3494053,0.0,0,0.563
-1098224,263583,201204010545,1,2,21,8318,0.3499063,0.0,0,0.563
-1098344,263568,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1098465,263554,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1098586,263540,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1098706,263525,201204010545,1,2,21,8422,0.35641918,0.0,0,0.563
-1098827,263511,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1098947,263497,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1099067,263482,201204010545,1,2,21,8494,0.36092812,0.0,0,0.563
-1099186,263468,201204010545,1,2,21,8462,0.35892415,0.0,0,0.563
-1099306,263454,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1099425,263439,201204010545,1,2,21,8533,0.36337045,0.0,0,0.563
-1099545,263425,201204010545,1,2,21,8549,0.36437243,0.0,0,0.563
-1099664,263411,201204010545,1,2,21,8525,0.36286944,0.0,0,0.563
-1099783,263396,201204010545,1,2,21,8533,0.36337045,0.0,0,0.563
-1099901,263382,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1100020,263368,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1100138,263354,201204010545,1,2,21,8470,0.35942513,0.0,0,0.563
-1100256,263339,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1100374,263325,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1100492,263311,201204010545,1,2,21,8406,0.3554172,0.0,0,0.563
-1100610,263297,201204010545,1,2,21,8366,0.35291225,0.0,0,0.563
-1100728,263283,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1100845,263268,201204010545,1,2,21,8358,0.35241124,0.0,0,0.563
-1100962,263254,201204010545,1,2,21,8334,0.35090828,0.0,0,0.563
-1101079,263240,201204010545,1,2,21,8326,0.35040727,0.0,0,0.563
-1101196,263226,201204010545,1,2,21,8318,0.3499063,0.0,0,0.563
-1101313,263212,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1101430,263198,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1101546,263183,201204010545,1,2,21,8366,0.35291225,0.0,0,0.563
-1101663,263169,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1101779,263155,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1101895,263141,201204010545,1,2,21,8390,0.3544152,0.0,0,0.563
-1102011,263127,201204010545,1,2,21,8390,0.3544152,0.0,0,0.563
-1102126,263113,201204010545,1,2,21,8390,0.3544152,0.0,0,0.563
-1102242,263099,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1102357,263085,201204010545,1,2,21,8446,0.35792217,0.0,0,0.563
-1102473,263070,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1102588,263056,201204010545,1,2,21,8422,0.35641918,0.0,0,0.563
-1102703,263042,201204010545,1,2,21,8422,0.35641918,0.0,0,0.563
-1102817,263028,201204010545,1,2,21,8406,0.3554172,0.0,0,0.563
-1102932,263014,201204010545,1,2,21,8350,0.35191026,0.0,0,0.563
-1103047,263000,201204010545,1,2,21,8294,0.3484033,0.0,0,0.563
-1103161,262986,201204010545,1,2,21,8294,0.3484033,0.0,0,0.563
-1103275,262972,201204010545,1,2,21,8318,0.3499063,0.0,0,0.563
-1103389,262958,201204010545,1,2,21,8366,0.35291225,0.0,0,0.563
-1103503,262944,201204010545,1,2,21,8398,0.35491621,0.0,0,0.563
-1103617,262930,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1103731,262916,201204010545,1,2,21,8438,0.35742116,0.0,0,0.563
-1103844,262902,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1103958,262888,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1104071,262874,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1104184,262860,201204010545,1,2,21,8470,0.35942513,0.0,0,0.563
-1104297,262846,201204010545,1,2,21,8462,0.35892415,0.0,0,0.563
-1104410,262832,201204010545,1,2,21,8462,0.35892415,0.0,0,0.563
-1104523,262818,201204010545,1,2,21,8518,0.36243108,0.0,0,0.563
-1104636,262804,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1104748,262790,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1104860,262776,201204010545,1,2,21,8422,0.35641918,0.0,0,0.563
-1104973,262762,201204010545,1,2,21,8398,0.35491621,0.0,0,0.563
-1105085,262748,201204010545,1,2,21,8438,0.35742116,0.0,0,0.563
-1105197,262735,201204010545,1,2,21,8430,0.35692018,0.0,0,0.563
-1105308,262721,201204010545,1,2,21,8422,0.35641918,0.0,0,0.563
-1105420,262707,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1105532,262693,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1105643,262679,201204010545,1,2,21,8398,0.35491621,0.0,0,0.563
-1105755,262665,201204010545,1,2,21,8414,0.3559182,0.0,0,0.563
-1105866,262651,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1105977,262637,201204010545,1,2,21,8510,0.3619301,0.0,0,0.563
-1106088,262623,201204010545,1,2,21,8518,0.36243108,0.0,0,0.563
-1106199,262610,201204010545,1,2,21,8526,0.3629321,0.0,0,0.563
-1106309,262596,201204010545,1,2,21,8494,0.36092812,0.0,0,0.563
-1106420,262582,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1106531,262568,201204010545,1,2,21,8526,0.3629321,0.0,0,0.563
-1106641,262554,201204010545,1,2,21,8518,0.36243108,0.0,0,0.563
-1106751,262540,201204010545,1,2,21,8598,0.367441,0.0,0,0.563
-1106861,262526,201204010545,1,2,21,8606,0.367942,0.0,0,0.563
-1106971,262513,201204010545,1,2,21,8590,0.36694002,0.0,0,0.563
-1107081,262499,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1107191,262485,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1107301,262471,201204010545,1,2,21,8446,0.35792217,0.0,0,0.563
-1107410,262457,201204010545,1,2,21,8542,0.36393407,0.0,0,0.563
-1107520,262444,201204010545,1,2,21,8526,0.3629321,0.0,0,0.563
-1107629,262430,201204010545,1,2,21,8510,0.3619301,0.0,0,0.563
-1107738,262416,201204010545,1,2,21,8526,0.3629321,0.0,0,0.563
-1107848,262402,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1107957,262388,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1108066,262375,201204010545,1,2,21,8486,0.3604271,0.0,0,0.563
-1108174,262361,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1108283,262347,201204010545,1,2,21,8574,0.36593804,0.0,0,0.563
-1108392,262333,201204010545,1,2,21,8582,0.366439,0.0,0,0.563
-1108500,262319,201204010545,1,2,21,8598,0.367441,0.0,0,0.563
-1108608,262306,201204010545,1,2,21,8598,0.367441,0.0,0,0.563
-1108717,262292,201204010545,1,2,21,8566,0.36543703,0.0,0,0.563
-1108825,262278,201204010545,1,2,21,8566,0.36543703,0.0,0,0.563
-1108933,262264,201204010545,1,2,21,8470,0.35942513,0.0,0,0.563
-1109041,262251,201204010545,1,2,21,8550,0.36443505,0.0,0,0.563
-1109149,262237,201204010545,1,2,21,8550,0.36443505,0.0,0,0.563
-1109257,262223,201204010545,1,2,21,8518,0.36243108,0.0,0,0.563
-1109364,262209,201204010545,1,2,21,8566,0.36543703,0.0,0,0.563
-1109472,262196,201204010545,1,2,21,8494,0.36092812,0.0,0,0.563
-1109579,262182,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1109687,262168,201204010545,1,2,21,8510,0.3619301,0.0,0,0.563
-1109794,262155,201204010545,1,2,21,8510,0.3619301,0.0,0,0.563
-1109901,262141,201204010545,1,2,21,8446,0.35792217,0.0,0,0.563
-1110008,262127,201204010545,1,2,21,8406,0.3554172,0.0,0,0.563
-1110115,262113,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1110222,262100,201204010545,1,2,21,8494,0.36092812,0.0,0,0.563
-1110329,262086,201204010545,1,2,21,8550,0.36443505,0.0,0,0.563
-1110435,262072,201204010545,1,2,21,8518,0.36243108,0.0,0,0.563
-1110542,262059,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1110649,262045,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1110755,262031,201204010545,1,2,21,8446,0.35792217,0.0,0,0.563
-1110861,262017,201204010545,1,2,21,8382,0.35391423,0.0,0,0.563
-1110967,262004,201204010545,1,2,21,8334,0.35090828,0.0,0,0.563
-1111074,261990,201204010545,1,2,21,8334,0.35090828,0.0,0,0.563
-1111180,261976,201204010545,1,2,21,8374,0.35341322,0.0,0,0.563
-1111286,261963,201204010545,1,2,21,8406,0.3554172,0.0,0,0.563
-1111392,261949,201204010545,1,2,21,8398,0.35491621,0.0,0,0.563
-1111497,261935,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1111603,261922,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1111709,261908,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1111814,261894,201204010545,1,2,21,8438,0.35742116,0.0,0,0.563
-1111920,261881,201204010545,1,2,21,8406,0.3554172,0.0,0,0.563
-1112025,261867,201204010545,1,2,21,8446,0.35792217,0.0,0,0.563
-1112130,261853,201204010545,1,2,21,8462,0.35892415,0.0,0,0.563
-1112235,261840,201204010545,1,2,21,8502,0.3614291,0.0,0,0.563
-1112340,261826,201204010545,1,2,21,8598,0.367441,0.0,0,0.563
-1112446,261812,201204010545,1,2,21,8598,0.367441,0.0,0,0.563
-1112551,261799,201204010545,1,2,21,8510,0.3619301,0.0,0,0.563
-1112655,261785,201204010545,1,2,21,8462,0.35892415,0.0,0,0.563
-1112760,261771,201204010545,1,2,21,8430,0.35692018,0.0,0,0.563
-1112865,261758,201204010545,1,2,21,8430,0.35692018,0.0,0,0.563
-1112969,261744,201204010545,1,2,21,8438,0.35742116,0.0,0,0.563
-1113074,261730,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1113178,261717,201204010545,1,2,21,8478,0.35992613,0.0,0,0.563
-1113283,261703,201204010545,1,2,21,8454,0.35842314,0.0,0,0.563
-1113387,261690,201204010545,1,2,21,8390,0.3544152,0.0,0,0.563
-1113491,261676,201204010545,1,2,21,8430,0.35692018,0.0,0,0.563
-1113597,261662,201204010545,1,2,21,8494,0.36092812,0.0,0,0.563
-1113705,261648,201204010545,1,2,21,8678,0.37245092,0.0,0,0.563
-1113809,261634,201204010545,1,2,21,8933,0.38842005,0.0,0,0.563
-1113911,261621,201204010545,1,2,21,8622,0.368944,0.0,0,0.563
-1114014,261607,201204010545,1,2,21,8311,0.34946793,0.0,0,0.563
-1114118,261594,201204010545,1,2,21,8111,0.33694312,0.0,0,0.563
-1114221,261580,201204010545,1,2,21,8095,0.33594114,0.0,0,0.563
-1114325,261567,201204010545,1,2,21,7815,0.31840643,0.0,0,0.563
-1114428,261553,201204010545,1,2,21,7799,0.31740445,0.0,0,0.563
-1114532,261539,201204010545,1,2,21,7807,0.31790543,0.0,0,0.563
-1114635,261526,201204010545,1,2,21,7919,0.3249193,0.0,0,0.563
-1114739,261512,201204010545,1,2,21,8055,0.3334362,0.0,0,0.563
-1114842,261498,201204010545,1,2,21,8111,0.33694312,0.0,0,0.563
-1114946,261485,201204010545,1,2,21,8095,0.33594114,0.0,0,0.563
-1115050,261471,201204010545,1,2,21,8263,0.34646198,0.0,0,0.563
-1115153,261457,201204010545,1,2,21,8239,0.344959,0.0,0,0.563
-1115257,261444,201204010545,1,2,21,8207,0.34295502,0.0,0,0.563
-1115360,261430,201204010545,1,2,21,8183,0.34145206,0.0,0,0.563
-1115463,261416,201204010545,1,2,21,8175,0.34095106,0.0,0,0.563
-1115566,261403,201204010545,1,2,21,8351,0.35197288,0.0,0,0.563
-1115670,261389,201204010545,1,2,21,8582,0.366439,0.0,0,0.563
-1115775,261375,201204010545,1,2,21,8638,0.36994597,0.0,0,0.563
-1115880,261361,201204010545,1,2,21,8566,0.36543703,0.0,0,0.563
-1115984,261347,201204010545,1,2,21,8391,0.35447785,0.0,0,0.563
-1116086,261334,201204010545,1,2,21,8327,0.35046992,0.0,0,0.563
-1116187,261320,201204010545,1,2,21,8143,0.3389471,0.0,0,0.563
-1116290,261307,201204010545,1,2,21,8031,0.3319332,0.0,0,0.563
-1116392,261293,201204010545,1,2,21,7967,0.32792526,0.0,0,0.563
-1116493,261280,201204010545,1,2,21,7776,0.3159641,0.0,0,0.563
-1116595,261266,201204010545,1,2,21,7760,0.31496212,0.0,0,0.563
-1116697,261252,201204010545,1,2,21,7704,0.31145516,0.0,0,0.563
-1116800,261239,201204010545,1,2,21,7776,0.3159641,0.0,0,0.563
-1116902,261225,201204010545,1,2,21,7847,0.3204104,0.0,0,0.563
-1117002,261212,201204010545,1,2,21,6967,0.2653013,0.0,0,0.563
-1117106,261198,201204010545,1,2,21,7384,0.29141548,0.0,0,0.563
-1117209,261184,201204010545,1,2,21,7840,0.31997204,0.0,0,0.563
-1117309,261171,201204010545,1,2,21,8071,0.33443817,0.0,0,0.563
-1117409,261157,201204010545,1,2,21,7975,0.32842627,0.0,0,0.563
-1117512,261143,201204010545,1,2,21,8039,0.3324342,0.0,0,0.563
-1117614,261130,201204010545,1,2,21,7624,0.30644524,0.0,0,0.563
-1117715,261116,201204010545,1,2,21,7696,0.31095418,0.0,0,0.563
-1117816,261102,201204010545,1,2,21,7408,0.29291847,0.0,0,0.563
-1117918,261089,201204010545,1,2,21,7456,0.29592443,0.0,0,0.563
-1118019,261075,201204010545,1,2,21,7504,0.29893038,0.0,0,0.563
-1118121,261062,201204010545,1,2,21,7528,0.30043334,0.0,0,0.563
-1118222,261048,201204010545,1,2,21,7528,0.30043334,0.0,0,0.563
-1118323,261034,201204010545,1,2,21,7416,0.29341945,0.0,0,0.563
-1118424,261021,201204010545,1,2,21,7232,0.28189665,0.0,0,0.563
-1118526,261007,201204010545,1,2,21,7127,0.27532113,0.0,0,0.563
-1118628,260993,201204010545,1,2,21,7047,0.2703112,0.0,0,0.563
-1118729,260980,201204010545,1,2,21,7079,0.27231517,0.0,0,0.563
-1118829,260966,201204010545,1,2,21,7079,0.27231517,0.0,0,0.563
-1118930,260952,201204010545,1,2,21,7432,0.29442143,0.0,0,0.563
-1119029,260939,201204010545,1,2,21,7496,0.29842937,0.0,0,0.563
-1119129,260925,201204010545,1,2,21,7183,0.27882805,0.0,0,0.563
-1119230,260912,201204010545,1,2,21,7336,0.28840953,0.0,0,0.563
-1119331,260898,201204010545,1,2,21,7175,0.27832708,0.0,0,0.563
-1119432,260884,201204010545,1,2,21,6927,0.2627963,0.0,0,0.563
-1119532,260871,201204010545,1,2,21,7143,0.2763231,0.0,0,0.563
-1119632,260857,201204010545,1,2,21,7272,0.2844016,0.0,0,0.563
-1119732,260844,201204010545,1,2,21,7424,0.29392046,0.0,0,0.563
-1119832,260830,201204010545,1,2,21,7304,0.28640556,0.0,0,0.563
-1119932,260816,201204010545,1,2,21,7143,0.2763231,0.0,0,0.563
-1120032,260803,201204010545,1,2,21,7127,0.27532113,0.0,0,0.563
-1120132,260789,201204010545,1,2,21,7192,0.27939168,0.0,0,0.563
-1120232,260775,201204010545,1,2,21,7087,0.27281615,0.0,0,0.563
-1120332,260762,201204010545,1,2,21,6935,0.26329732,0.0,0,0.563
-1120432,260748,201204010545,1,2,21,6903,0.26129335,0.0,0,0.563
-1120532,260734,201204010545,1,2,21,6815,0.25578243,0.0,0,0.563
-1120632,260721,201204010545,1,2,21,6671,0.24676459,0.0,0,0.563
-1120732,260707,201204010545,1,2,21,6558,0.23968807,0.0,0,0.563
-1120833,260693,201204010545,1,2,21,6783,0.25377846,0.0,0,0.563
-1120933,260680,201204010545,1,2,21,6799,0.25478044,0.0,0,0.563
-1121032,260666,201204010545,1,2,21,6494,0.23568013,0.0,0,0.563
-1121132,260652,201204010545,1,2,21,6253,0.22058776,0.0,0,0.563
-1121232,260639,201204010545,1,2,21,6165,0.21507685,0.0,0,0.563
-1121332,260625,201204010545,1,2,21,6382,0.22866626,0.0,0,0.563
-1121433,260611,201204010545,1,2,21,6558,0.23968807,0.0,0,0.563
-1121532,260597,201204010545,1,2,21,6679,0.24726558,0.0,0,0.563
-1121632,260584,201204010545,1,2,21,6494,0.23568013,0.0,0,0.563
-1121732,260570,201204010545,1,2,21,6502,0.23618113,0.0,0,0.563
-1121831,260556,201204010545,1,2,21,6598,0.24219303,0.0,0,0.563
-1121931,260542,201204010545,1,2,21,6566,0.24018906,0.0,0,0.563
-1122031,260529,201204010545,1,2,21,6422,0.2311712,0.0,0,0.563
-1122131,260515,201204010545,1,2,21,6438,0.23217319,0.0,0,0.563
-1122230,260501,201204010545,1,2,21,6526,0.2376841,0.0,0,0.563
-1122330,260488,201204010545,1,2,21,6398,0.22966823,0.0,0,0.563
-1122429,260474,201204010545,1,2,21,6334,0.22566031,0.0,0,0.563
-1122529,260460,201204010545,1,2,21,7063,0.2713132,0.0,0,0.563
-1122628,260446,201204010545,1,2,21,7480,0.2974274,0.0,0,0.563
-1122728,260432,201204010545,1,2,21,7408,0.29291847,0.0,0,0.563
-1122827,260419,201204010545,1,2,21,7384,0.29141548,0.0,0,0.563
-1122927,260405,201204010545,1,2,21,7392,0.2919165,0.0,0,0.563
-1123026,260391,201204010545,1,2,21,7400,0.29241747,0.0,0,0.563
-1123126,260377,201204010545,1,2,21,7360,0.28991252,0.0,0,0.563
-1123225,260364,201204010545,1,2,21,7368,0.2904135,0.0,0,0.563
-1123325,260350,201204010545,1,2,21,7392,0.2919165,0.0,0,0.563
-1123424,260336,201204010545,1,2,21,7368,0.2904135,0.0,0,0.563
-1123523,260322,201204010545,1,2,21,7376,0.2909145,0.0,0,0.563
-1123623,260308,201204010545,1,2,21,7392,0.2919165,0.0,0,0.563
-1123722,260295,201204010545,1,2,21,7424,0.29392046,0.0,0,0.563
-1123821,260281,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1123920,260267,201204010545,1,2,21,7456,0.29592443,0.0,0,0.563
-1124019,260253,201204010545,1,2,21,7496,0.29842937,0.0,0,0.563
-1124119,260239,201204010545,1,2,21,7520,0.29993236,0.0,0,0.563
-1124218,260225,201204010545,1,2,21,7544,0.30143532,0.0,0,0.563
-1124317,260212,201204010545,1,2,21,7568,0.3029383,0.0,0,0.563
-1124416,260198,201204010545,1,2,21,7568,0.3029383,0.0,0,0.563
-1124515,260184,201204010545,1,2,21,7560,0.3024373,0.0,0,0.563
-1124614,260170,201204010545,1,2,21,7560,0.3024373,0.0,0,0.563
-1124713,260156,201204010545,1,2,21,7552,0.30193633,0.0,0,0.563
-1124812,260142,201204010545,1,2,21,7528,0.30043334,0.0,0,0.563
-1124911,260128,201204010545,1,2,21,7496,0.29842937,0.0,0,0.563
-1125010,260115,201204010545,1,2,21,7472,0.2969264,0.0,0,0.563
-1125109,260101,201204010545,1,2,21,7424,0.29392046,0.0,0,0.563
-1125208,260087,201204010545,1,2,21,7424,0.29392046,0.0,0,0.563
-1125307,260073,201204010545,1,2,21,7416,0.29341945,0.0,0,0.563
-1125406,260059,201204010545,1,2,21,7432,0.29442143,0.0,0,0.563
-1125505,260045,201204010545,1,2,21,7432,0.29442143,0.0,0,0.563
-1125604,260031,201204010545,1,2,21,7456,0.29592443,0.0,0,0.563
-1125703,260017,201204010545,1,2,21,7448,0.29542342,0.0,0,0.563
-1125802,260003,201204010545,1,2,21,7432,0.29442143,0.0,0,0.563
-1125901,259989,201204010545,1,2,21,7448,0.29542342,0.0,0,0.563
-1126000,259976,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126098,259962,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126197,259948,201204010545,1,2,21,7432,0.29442143,0.0,0,0.563
-1126296,259934,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126395,259920,201204010545,1,2,21,7448,0.29542342,0.0,0,0.563
-1126494,259906,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126592,259892,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126691,259878,201204010545,1,2,21,7440,0.29492244,0.0,0,0.563
-1126790,259864,201204010545,1,2,21,7416,0.29341945,0.0,0,0.563
-1126889,259850,201204010545,1,2,21,7400,0.29241747,0.0,0,0.563
